不热衷名利	说不出话	0
吊古伤今	悔花	0
人部位	身体部位	1
壁虎	茶香	0
下大雪	念家	0
怀古伤心	边疆	0
品酒	品质高尚	0
全世界闻名	不受外界影响	0
颠倒	美德	0
自问	自私	0
耗费精力	用尽精力费尽心思	1
神情紧张	疫情	0
扑鼻	科学精神	0
生肖名称	一生	0
女孩	山雨	0
咏古	反省	0
秋季的景色	弃妇	0
九死一生	安然无事	0
水船	山水风景优美	0
渔夫	大地	0
团结一致	各自为政	0
悲痛	婵娟	0
李广开头	开头是海	0
天赋很高	高楼多	0
意外发生	科技发达	0
美女笑	美德	0
人多场面热闹	征战沙场	0
心灵美好	赞美老师	0
学习有进步	步伐有力	0
感时伤事	怅然	1
声音响亮而有节奏	女生漂亮	0
语言流畅	无法用语言来形容	0
女士有才华	鸟有关	0
环境安静优美	环境好	1
相聚	唐长安	0
为理想奋斗	做事慌张没有条理	0
喝酒喝多了	兵马多	0
不如别人	吃水不忘挖井人	0
赏月	愤恨	0
怀念恋人	超越	0
艰难	尴尬	0
哲学	风月	0
最大的地方	最宝贵的话	0
夸赞人	小人	0
慌乱的带手	热闹的街市	0
赞扬菊花	山林	0
悠远的思索或想象	最高的人	0
恬静	喧闹	0
生意惨淡	做生意诚信	0
女生有才华	女子有才华	1
两个人互相讨厌	相互促进	0
错误很大	很大	0
一身轻松	和以前一样	0
人流多	人傻	0
战友情深	对爱情专一	0
天地万物	夏天景色	0
诸葛亮性格	漂亮	0
面对困境	禽鸟	0
不休	放手	0
工作很努力	游乐项目很多	0
敬酒	祝酒	1
交响乐	乐曲	1
生命顽强	女生可爱	0
强大	微弱	0
人文雅有礼貌	人有本事	0
送别祝愿	惜别	1
罕见	多见	0
非常普通	非常了解	0
了解透彻	忍受不了麻烦	0
冬季寒冷	春夏秋冬	0
想念去世父亲	初伏	0
正在努力	改正错误	0
比不过	心神不定	0
边疆	庞统	0
雪花	元宵节	0
多种多样	各种各样	1
全家幸福	幸运	0
看得特远	哭笑不得	0
大都市	山高大险峻	0
出汗多很爽	花的品种很多	0
力量大声势大	大吃大喝	0
受惊而愣住的样子	迟钝的样子	0
冬天的美景	阡陌	0
很害怕的样子	哭的很伤心	0
老年人	清凉	0
非常常见	非常愿意	0
离别时	时间长	0
秋天忧伤	月景	0
月亮思恋	劝诫	0
提早准备	不值得一提	0
三三	千钧一发	0
最长的日子	迟钝的样子	0
特别感动	声音特别响亮	0
羊牛	千万	0
祝福情人	芍药花	0
教诲	勇往直前	0
人不变初心	看不起别人	0
花的比赚的多	最遥远的地方	0
技艺极其精巧	技艺高超	1
一句	聚在一起	0
日里	鸡蛋里挑骨头	0
紧张恐惧	嚣张	0
流水	水流快	1
写雨	气候	0
态度冷漠	学习态度	0
暮色	油纸伞	0
忙乱	慌乱	1
思念故去爱人	厉害	0
家乡	故乡	1
思恋友人	相守	0
交情深厚	激情	0
招纳人才	人品好	0
不忘	很难忘记	1
历史人物	人物说话语气	0
边塞美景	悲秋	0
意言	爱意	0
人非常开心	看透人心	0
恋人不在身边	堇禾	0
坏人做坏事	坏事变好事	1
礼教	飘泊	0
物体大	鼠年大吉	0
说的快	快死	0
人不怕困难	让人不满意	0
爷爷爸爸儿子	杯子	0
夫妻	写鸟	0
人物表情	反映人物优秀品质	0
惊叹赞美	赞美人	1
加强学习	爱学习	1
山和云	白云	1
赞美美人	黄鹤楼	0
七夕节	锄头	0
汽车开的快	走的快	1
一定能成功	不确定	0
爱情感伤	潮水	0
环境吵闹	吵闹	1
祝福父母生日	三国演义	0
手和病	和以前一样	0
萧何	万分危急	0
呼吸急促	难忘	0
一直没变	没有一点破绽	0
质量很好	脾气不好	0
古代神话	看别人笑话	0
人长得帅	两个人	0
想念儿子	咏兰	0
时代美好	赞美老师	0
纪念友谊	汗水	0
心情很急切	心情十分急切	1
重用人才	节约用水	0
高兴的说不出话	站的高看的远	0
冬天美丽	美丽景色	0
地为	地位低下	0
绳日	雨大	0
高楼	高楼大厦	1
很激烈	笑得很开心	0
牢牢记住	忍不住笑	0
赞美山间美景	簪子	0
抢时间	朋友间的情谊深厚	0
人很正直	人很多	0
悲伤	南浦	0
好意思	厨艺好	0
乌黑	洁白	0
追怀	芦苇荡	0
夸赞自己	自己说自己	0
思恋家乡及亲人	女人	0
街上很热闹	比不上	0
祝爸爸生日	生日	1
走路稳	旷世	0
心情很平静	心情紧张	0
不能改变	急迫得不能再等待	0
好像	绝对	0
贤惠能干	干净整洁	0
心情畅快	虚心请教	0
女生美貌	赞美老师	0
种类多差别大	讨好别人	0
前后变化大	前怕狼后怕虎	0
次数很少	很密很多	0
病情	多情	0
女孩文静	平静	0
艰难前进	勇往直前	0
败将	敌人惨败	1
借古论今	敬亭山	0
孝敬父母	风骚	0
感慨时间	修道	0
两个如	如如	1
冬天的风景	油纸伞	0
离别悲伤	游玩	0
跟朋友离别	自谦	0
永远漂亮	志向远大	0
和动物有关	日有关	0
才能出众	辛苦付出	0
爱恨	动物可爱	0
夏季的景色	碧波荡漾	0
思念死去的亲人	想念	1
广告语	心胸宽广	0
大脑聪明	水势汹涌浩大	0
女孩美丽	美德	0
繁琐	世界复杂	1
荒凉之地	之交	0
感到震惊	震撼	1
一件事很重要	很难忘记	0
古人发奋读书	企业发展好	0
来受	难受	0
高兴带有手	高兴到了极点	0
赞菊花	雨滴	0
说了很多的话	赚了很多钱	0
故乡情	颂扬	0
与朋友送别	嘉峪关	0
相差很远	彼此相差很远	1
绝后	雨后天晴	0
送爱人	恋人	1
君子之交淡如水	小人	0
非常受欢迎	非常安静	0
应付不过来	从来没有听说过	0
宽解安慰	无法想象难以理解	0
孩子	儿女	1
医术高明带手	艺术高超	0
病情很重	生病	1
亲密的带手	绿的时间长	0
看得清楚	难得	0
写画	图画	1
惭愧	得意	0
成绩不理想	放在一边不理不睬	0
水跟石	配不上	0
金黄色	黄河	0
悲叹	气节	0
歌颂月亮	云里雾里	0
关动物	古代人物有关	0
时间不够用	不用怀疑	0
伤离别	闺蜜	0
歌词写得好	生活过得好	0
光阴飞逝	春光美好	0
吃得很香	很穷	0
借古抒怀	牛肉	0
时间段	蜀道	0
怀念去世父亲	桑树	0
陡峭	庸俗	0
危机	安全	0
凭吊古迹	画画	0
春节热闹场面	节目	0
内心慌张	谈心	0
长篇	短篇	0
运气特别好	脾气不好	0
知名	无名	0
一句话	一日	0
时间飞逝	时间流逝	1
美丽女子	女子美丽	1
路平坦	道路平坦	1
情绪	人间情谊	0
女子友情	少妇	1
贪钱	大树	0
有耐心	心机	0
豪情壮志	宇宙	0
人自私自利	人品质好	0
经常用	非常高兴	0
气氛严肃	严肃	1
大名	胸无大志	0
夜景灯光美丽	女子美丽	0
极其珍贵	聚集的人极多	0
特别累	声音特别响亮	0
下雨	大雨	1
人的贬义	长久的坚持下去	0
关于秋天	戏曲有关	0
怀念死去亲人	悼念	1
感叹	触景感怀	1
不值一提	举足轻重	0
山路	不是一路人	0
夏天	夏日	1
友谊破裂	心理	0
朋友祝福	大树	0
传承文化	水浒传	0
人少车少	两个人	0
下雨了	大红袍	0
美好期望	充满希望	1
风景迷人	温暖人心	0
赏春	中年	0
很伤心绝望	心情十分急切	0
爱情思念	腾飞	0
忧愁	调侃	0
做事机警敏捷含手	必须要做	0
离别	七律	0
思恋孩子	宝塔	0
集市热闹	天气热	0
秋雨	蓬莱仙境	0
挣得没有花的多	从来没有听说过	0
准备出发	不幸的事接连发生	0
技术娴熟	科技发达	0
节日热闹景象	很热	0
指竞相抢夺	手指	0
桂林之战	天之	0
赞誉	四季	0
下车	月下	0
人演讲好	讲课讲得好	1
风景漂亮	夏天景色	0
歌妓	安徽	0
边疆	旧人	0
十分震惊	辩论场面十分激烈	0
做事利索	带头做表率	0
歌女	范蠡	0
青鸟	写鸟	1
蝶蜂	积少成多	0
非常整齐	非常安静	0
猪年吉祥	少年	0
拼搏努力	力量	0
劫后重生	很重要	0
四季变换	帅气	0
十分多	争分夺秒	0
新旧交替	守旧	0
树花	花钱如流水	0
少女	满江红	0
没钱好无奈	无奈	1
秋天树木	叶子	1
记忆深刻永远不忘	记忆深刻	1
咏史怀古	借物咏怀	1
冬天的美景	伟大祖国	0
偷偷努力	执行力强	0
羁旅	溶洞	0
不断努力	接连不断	0
和情人离别	明朝	0
奋进	著名	0
慈悲	善良	1
男人花心	人神态	0
华山险峻	华丽	0
赞美秋天	春天有关	0
鸟名称	鸟有关	1
长辈	春秋战国	0
式样很多	赚了很多钱	0
岁月	漂流	0
古代历史故事	事业腾飞	0
世界之大	世界	1
口齿伶俐	笨嘴拙舌	0
奋发	苟安	0
安慰他人	锦官城	0
大气磅礴	势单力薄	0
早春美景	外貌	0
音乐艺术	快乐	0
春天的景象	西游记	0
风雨	云锦	0
秋天田野	冬天阳光	0
乡愁	思归	1
天气非常寒冷	非常生气	0
关系不好	世界美好	0
身材很好	列举不全遗漏很多	0
秋天树叶	传承	0
特别忙	声音特别响亮	0
伴侣	箫声	0
男人有魅力	步伐有力	0
悲苦	缥缈	0
男孩子阳光	慢性子	0
饭很好吃	好处很多	0
人不断成长	接连不断	0
白兔	白天黑夜不间断	0
人将死	快死	1
风景优美	生活美好	0
热爱故乡	异乡	1
互相羡慕	互相帮助	0
霉运已过好运来	笑起来好看	0
不能等待	能力不足	0
工作很认真	赚了很多钱	0
共同合作	辛勤工作	0
井然	混乱	0
勤恳	懒散	0
凄美的爱情	浮云	0
红梅	身甲	0
悲伤爱情	热情	0
很黑	人很少	0
非常合适	非常安静	0
人身器官	街上没人	0
女人身材	宏伟	0
美女好看	文采	0
春日美景	雨水	0
平静无事	平静	1
说话刻薄	古代神话故事	0
人生经历	人多	0
日落景色	滁州	0
貌美	人好看	1
生活无聊	生活过得好	0
一六	真像活了一样	0
祝福教师	幸福	0
报仇	曼陀罗花	0
人赚钱很多	好处很多	0
别离思念	思恋	1
怀古伤心	完美	0
人物心态	人物心理	1
话说得好	变得更好	0
人受到惊吓	人不要脸	0
消极	飞蛾	0
努力不会白费	不明白	0
宁静	热闹	0
动物活泼	劳动	0
作文好	人好	0
伤今	借物咏怀	1
伤风	风景	0
自立自强	来自泰国	0
有很多话想说	船只很多	0
最多颜色	积少成多	0
过得很好	书法写得好	0
枝繁叶茂	繁荣	0
笑容很甜	名气很大	0
十分好吃	十分珍贵	0
送别	遇见	0
爱的很疯狂	输的很惨	0
路途曲折	区曲工工	0
女子很漂亮	女子性格	0
努力实现梦想	想法一致	0
将军	感叹	0
很有兴致	很干净	0
父子优秀	父子	1
欢迎到来	被吓到	0
古代公子	燕子	0
真爱	读书不认真	0
钱赚的多	多的数不清	0
荷花品格	惜春	0
高昂	便宜	0
庆祝生日	抗日战争	0
热烈讨论	战争惨烈	0
写画	锦绣	0
赞美美女	柔美	0
受委屈憋屈	受伤	0
女人温柔	景物	0
医院	鼠年	0
夏	牡丹花	0
含有一对反义词	冷漠含有手	0
伤怀	水仙花	0
笑得灿烂	看得最远	0
知己送别	剑门关	0
朋友的	心寒	0
大街热闹	大局	0
发愁	叙事	0
假话	实话	0
说话声音好听	说话最多	0
赞扬菊花	寻觅	0
宝宝	最宝贵的话	0
夏天晚上	夏天	1
考研成功	相貌	0
新人优秀	人心险恶	0
比较霸气	鼓舞士气	0
女生优雅	重生	0
功成名就	一事无成	0
发展落后	前怕狼后怕虎	0
悔恨	情意	0
车少人少	人有出息	0
咏秋	初夏	0
花和门	水和船	0
变来变去	笑起来好看	0
风筝多	风雪	0
话语少	英语	0
古代女人美丽	仙山	0
人物尽职尽责	人物仪表	0
下定决心做某事	下定决心	1
隐居	君王	0
叶子落下来	即将到来	0
鲜花美丽	赞美老师	0
傍晚	病人	0
前程远大	前途光明	1
有文化底蕴	没有变化	0
山雄伟	豪迈雄壮的话	0
颂歌	正气	0
山水风景美	景观	1
斗星	花鸟	0
春夏秋冬四个季节	春夏秋冬	1
吃的很好	好处很多	0
场面安静	非常安静	1
生活不易	差不多	0
十分难受	心情十分急切	0
赞扬母亲	心碎	0
努力挣钱	努力赚钱	1
淡雅	冶艳	0
赞美秋季	南北	0
气和山	福气	0
意外巧合	深意	0
身体最瘦	身体强壮	0
咏古	咏史怀古	1
家里很热	很感动	0
稀缺	女孩子	0
雨好大	运气好	0
悲伤愁苦意思	曲解意思	0
朋友交往	朋友关系好	1
好名声	好色	0
思恋父亲	春宵	0
很宽阔	宽阔	1
道别	海南	0
恩师	老师	1
天下太平	兵慌马乱	0
别离	惜别	1
付出不后悔	付出有回报	1
波折	曲折	1
为别人担心	善于听取别人意见	0
十分勇敢	分享	0
讨厌别人	帮助别人	0
男人有气质	人物说话语气	0
贬低别人抬高自己	靠自己	0
城市夜景	城市	1
重头再来	左右开头	0
很富裕	很冷	0
之鼻	长平之战	0
束阁	无法摆脱或结束	0
和亲人离别	寓言	0
带有下雨	长征	0
想要又得不到	罪行多得写不完	0
夜晚思念一个人	宝宝	0
阳光好	眼光好	0
穿着破旧	为他人着想	0
思念故乡思念亲人	思恋	1
白白浪费	一下子明白	0
难以开口	以高开头	0
向老师请教	老人	0
数量很少	说话算数	0
安定	混乱	0
夸奖月亮	医德	0
学识尚浅	开学	0
关动物	动作敏捷	0
早晨的太阳	最荒凉的地方	0
猥琐	挺秀	0
植物多	积少成多	0
怀念去世父亲	长辈	1
老人面貌	人性格	0
说话不切实际	不顾一切	0
独享	分享	0
啥都不知道	不动	0
工作学态度	渐渐衰老的状态	0
十年友情	霜降	0
怀古诗	金蝉	0
闲雅	孔雀开屏	0
高兴兴奋	国家兴盛社会安宁	0
女人身材好	天真	0
丰收	收获	1
心情愉悦	情绪低落	0
刘备性格	刘备	1
发自内心开心	舍不得离开	0
壮志	落叶	0
想念你	行军	0
想念的爱情	恋爱	1
歌颂莲花品质	酒仙	0
和情人离别	云层	0
老师祝福	渐渐衰老的状态	0
游子吟	尘埃	0
胸漂亮	诸葛亮	0
世界很美好	世界复杂	0
中秋佳节	秋天景色	0
古代女人美丽	新生儿	0
死归	震耳	0
知识很少	很累	0
伤怀	伤感	1
十分热	万分危急	0
走路没有声音	没有生机	0
运气爆棚	运气好	1
心不安	不忘初心	0
涅槃重生	女生丰满	0
人体部分	身体部位	1
人难	打扰别人	0
离别感伤	悼惜	0
怀念去世父亲	思念	1
教育方面	湖面平静	0
不怕牺牲	迫不及待	0
人有名	古代人物有关	0
自己做榜样	不一样	0
暮色	懊悔	0
称赞他人	为他人着想	0
吉祥喜庆	片瓦	0
看的认真	做事认真	1
忧愁	敬亭山	0
跋扈	聚财	0
一直进步	看淡一切	0
勤奋	厌倦	0
公路	笑容	0
极度恐惧	态度和蔼可亲	0
教室环境	虚心请教	0
娇羞	战争	0
留念	迎春花	0
授课	讲课讲得好	1
离别的伤感	卫青	0
秋天恋爱	幽默	0
古体	咏史怀古	1
表里不一	表里如一	0
周围很安静	安慰	0
心情感动	心情十分急切	0
个性品质	人的品质	1
水滴石穿类似	银光闪闪类似	0
夏日大雨	长恨歌	0
生意火爆	意见不一致	0
内心矛盾	矛盾	1
天不怕地不怕	在困难面前不屈服	1
做事细致	做事慌张没有条理	0
赞美春色	涟漪	0
别人好看	讨好别人	0
十分聪明	十分珍贵	0
尽责	鼎沸	0
寓言古文	开头是言	0
人勤奋好学	人品好	0
还没开始就结束	玩的开心	0
说话流畅	说话不算数	0
冬天气候特点	天气热	0
很有趣味	很少有人知道	0
心情很坏	心情不好	1
日天	日月	1
险峻	平坦	0
人讲诚信	人和	0
刻苦用功	武功高强	0
碧绿	襟肘	0
含有带梅花	芒种	0
白色花	夏天景色	0
女生温柔	医生	0
思恋家乡	不知	0
积极参加	极其敬仰	0
小男孩帅气	男子帅气	1
提前做准备	前途光明	0
情况十分危急	交情	0
称赞他人	为他人着想	0
月亮想念	红娘	0
穿衣服	不服气	0
托古讽今	抚今	1
离别	思愁	0
春节快乐	走的快	0
俩个人	两个人	1
古代战场	时代变化快	0
农村风景	樱桃	0
十分羡慕	缘分	0
山或水	泉水	0
高冷女神	兴致高精神足	0
喝酒很厉害	很大	0
丰收	事业	0
好事到来	即将到来	0
思念一个女子	阴雨天	0
秋天美好景色	围棋	0
选择适合自己	自大	0
人非常厉害	非常开心	0
夏天暴雨	长枪	0
嘴舌	高雅	0
自觉主动	不动	0
爱思考	小孩子可爱	0
古代女子漂亮	绿水青山	0
头发好看	回头看	0
蓝天白云	蓝天	1
与友人惜别	荣誉	0
赞颂菊花	旷达	0
夏天季节	天才	0
少儿读书	鸡鸣	0
弩剑	惬意	0
对恋人的思念	科举考试	0
夏天清晨	咏兰	0
午夜	正午	0
中国	海浪	0
霸王	沮丧	0
内涵深刻	朋友间的情谊深厚	0
情话	情歌	1
优美的恋爱	潇湘	0
赞美春景	暮春	1
城市景象	秋天景色	0
很舒适惬意	很重	0
自己很开心	很伤心	0
绿萝	缅怀	0
夏季景物	袁梅	0
出寓言故事	好事	0
时间过的好快	时间短	1
等了好久	爱好	0
七十	七夕	0
边哭边笑	边塞	0
赞扬梅花	情爱	0
假话	说谎	1
初春景物	景色	1
人疲惫	盲人摸象	0
人物容貌	反映人物优秀品质	0
祥和	言和语	0
看书很认真	很穷	0
落叶秋	落后	0
急迫的不能等待	不用说就能明白	0
很有学问	很少有人知道	0
凌云壮志	刺猬	0
大气稳重	力气大	0
水声好听	好词	0
对老婆思念	招蜂引蝶	0
勾起回忆	太阳从东边升起	0
努力刻苦	刻苦学习	1
爱国主义	做爱	0
反复做某事	做事慌张没有条理	0
新婚	纯洁	0
自夸自大	雨大	0
难以想象	生活艰难	0
身体热	祝福身体健康	0
圣诞	奸诈	0
城市灯光	光头	0
花品种很多	收获很多	0
二四近义词	一对近义词	1
女人霸气	人物说话语气	0
山林风景	妇女	0
别离	伤别	1
山峰陡峭	耳聋	0
人成长	街上人少	0
工作勤奋	身材苗条动作轻快	0
忧伤离别	琵琶行	0
怀念爸爸	家族	0
以古讽今	咏怀	1
很会说	差距很大	0
思念宝宝	离愁	0
哀叹	镇江	0
不为	天气不好	0
好运开头	左右开头	0
假惺惺	梦想	0
万万	万物复苏	0
祖国山河	国家安定	0
时间长短	世间纷杂	0
侠客	海豚	0
吊古伤今	温婉	0
禺言故事	事情紧急	0
苦难	宝塔	0
高尚	三俗	0
鱼游泳	盲人摸象	0
慌乱的带手	草木丛生的样子	0
源于历史	亲身经历	0
带下雪	烟火	0
怅惘	蟹肥	0
男女恋爱	痴情	1
困难	湿地	0
新婚	喜鹊	0
尊敬别人	帮助别人	0
伤心到极致	不小心	0
落花	骑马	0
赞美景美人美	游乐	0
越来越远	随手拿来	0
怅惘	病人	0
女孩子性格好	迟钝的样子	0
下雪了	能文能武	0
陪伴到老	打破砂锅问到底	0
小气	大度	0
尊重老人	尊敬长辈	1
夸奖男人	家人	0
思亲	部队	0
抚今思昔	钓鱼	0
会讲话	话很少	0
风雪遍地	雪下的大	1
男人长的帅	最吝啬的人	0
苍蝇	蜘蛛	1
赞颂祖国	赞美英雄	0
皮肤白皙	一下子明白	0
很悲惨	知识很多	0
聪明手	分明	0
急急忙忙	慢慢腾腾	0
女人哭	哭泣	1
忧虑	自省	0
负心汉	爱心	0
感慨时间	花海	0
支持工作	动作	0
教师伟大	教师	1
美好心愿	工人	0
夏日优美	杜枚	0
骄傲自满傲视别人	保护别人	0
路途遥远险阻	路途坎坷	1
苦难	拟古	0
非常贫困	非常开心	0
虚心听取意见	虚心接受意见	1
忠贞	忠诚	1
态度积极	高兴到了极点	0
吊古伤今	莘莘学子	0
桃子	男子俊美	0
很信任	相信	1
离别悲伤	风雨雷电	0
十分开心	十分珍贵	0
齐心协力	团结一致共同努力	1
比较惨	比喻词	0
事物气势	人物说话语气	0
赞美女人身材	雪莲	0
别离思念	毛笔	0
不能忘怀	不可能	0
不能忘记	很难忘记	1
商场人多热闹	挥霍最多	0
嘴唇好看	这里那里的到处看	0
人很有学问	没有人	0
不爱说话	不相信	0
令人害怕	人生坎坷	0
非常细	非常擅长	0
起早	笑起来好看	0
离别感伤	伤怀	1
菜很好吃	不好意思	0
心情很急	非常着急	1
与友人惜别	胸襟	0
伤心	云台山	0
忧愁	大理	0
事业进步	进也不是退也不是	0
努力就会有收获	富有朝气充满活力	0
山风景	认知	0
描写四季	春夏秋冬	1
悼念	廊桥	0
下雨天气	下雨	1
微小的不值一提	最长的一天	0
很有寓意	很脏	0
附近	遥远	0
《春	冷漠	0
歌颂中秋	白君易	0
骗局	格局大	0
十一开头	以大开头	0
冬天的风景	春色满园	0
政治老师	苍老	0
声雷	名声很大	0
女子眼睛	眼睛	1
气氛热烈	天气寒冷	0
秋季著名	韶华	0
歌颂老师	闺情	0
不相信别人	善于听取别人意见	0
词语	语言	1
勤奋	思愁	0
交流探讨	交流	1
取得好成绩	祖国大好河山	0
子女	父母	0
反义词构成	两个反义词	1
做事困难	古代神话故事	0
很静	名气很大	0
和朋友离别时	情侣	0
爱情思念	纪念	1
女人期待爱情	婵娟	0
高远	高楼多	0
相遇美好	相遇	1
一点一点积累	一心一意类似	0
竹花	花样多	0
国家团结	决心为国捐躯	0
来源于神话故事	一句话也不说	0
心情慌张	心情舒畅	0
自己没有才华	人有才华	1
冷血	血泪	0
结果好	书法写得好	0
人物容貌体态	人物说话语气	0
很急忙	话很多	0
中国精神	国民	0
做事坚持	历史故事	0
连续不断	时断时续	0
秋色	修道	0
咏怀	军营	0
教师伟大	冬雨	0
古代女子	爱心	0
大海波涛汹涌	胸无大志	0
大夫	大海	0
动物家	食物	0
做事非常认真	做事	1
做菜	做梦	0
哲学	哲理	1
生意做得好	鼠寓意好	0
过年拜年	牛年	0
十分好吃	辩论场面十分激烈	0
最快的流水	水流快	1
家庭	洞庭湖畔	0
学问很高深	感触很深	0
春景的有名	道歉	0
鲜花怒放	鲜花	1
落日余晖	梅子	0
没安好心	没有声音	0
比较着急	不慌不忙沉着镇定	0
国家太平人民安乐	家人	0
祖国壮丽山河	全国	0
女的骚	女子美丽	0
敏捷含手	比喻修辞手法	0
黄河壮观	观察仔细	0
茶叶	茶香	1
讲座精彩	精神风貌	0
夏季夜晚	悲壮	0
旅客	旅人	1
人邪恶	舍己为人	0
水势广大	大禹治水	0
生命美好	世界美好	1
意思一样	一下子明白	0
项羽自刎	做好自己	0
不屑	重视	0
未来很好	勤奋好学	0
借景抒情	江城	0
脸红害羞	害羞	1
中秋著名	叙旧	0
赞美美女	女生	1
局势紧张	声音很大气势宏伟	0
时间过得极快	错过	0
反驳	支持	0
凭吊古迹	大闸蟹	0
谢谢老师	老人月亮	0
送别爱人	壮志	0
草和木	分和析	0
寒风刺骨	古风	0
事情容易做	做事慌张没有条理	0
穷困潦倒	平步青云	0
相思	思友	1
最爱	对父母爱	0
用心专一	唯一	0
赵云	因果	0
食物好吃	东西好吃	1
对恋人的思念	洱海	0
小学	小学生	1
各种心情	小心眼	0
收入	开销	0
有春夏秋冬	咏冬	0
着迷	非常着急	0
植物多	人物神态	0
急得不能等待	无所不能	0
天天喝酒	天空	0
感情美好	春光美好	0
绽放	花朵盛开	1
雨水多	湖水	0
文采不好	脾气不好	0
妇女	葡萄酒	0
古代女人美丽	半生	0
吃不好睡不好	不离不弃	0
很细致	影响很大	0
手不好看	天气不好	0
荷花盛开	财运旺盛	0
口袋里没钱	赚了很多钱	0
心境平静毫无杂念	心情复杂	0
神话故事人物	人神态	0
聪明美丽	琴声美妙	0
做得好	重归于好带手	0
夏季优美	沙场	0
失之	天之	0
雪的有名	中华	0
人心情愉悦	看透人心	0
书内容丰富	读书速度特别快	0
出场气势大	力气大	0
读书很多	收获很多	0
声音轻柔	声势威力很大	0
军人品质	军人	1
认真细致	细雨	0
姗姗来迟	争先恐后	0
表现人物精神品质	人物神态	0
信心十足很有把握	贪心大老不满足	0
凭吊古迹	凭吊	1
抒情感激	帅气	0
女人期待爱情	共产党	0
交情浅	夫妻感情好	0
春美景	吸烟	0
皇宫	宫殿	1
孝子	影子	0
喜欢对方	方位	0
人傲气	气势汹汹盛气凌人	0
做事十分认真	读书不认真	0
骂人骂得很厉害	骂人	1
借古论今	借古伤今	0
和同学离别	哥哥	0
内心难过	内心平静	0
语速快	回答问题快	1
不能使人满意	人不要脸	0
十分期待	缘分	0
最多颜色	动物多	0
